IsPromotionApplied,ProductionCost,MarketingSpend,SeasonalDemandIndex,CompetitorPrice,CustomerRating,EconomicIndex,StoreCount,ProductCategory_Electronics,ProductCategory_Furniture,ProductCategory_Toys,Region_North,Region_South,Region_West,CustomerSegment_Low Income,CustomerSegment_Middle Income,SalesRevenue
1,2.0839521442075806,-0.15086816678641227,-1.5494763614619547,0.4833807526400561,-1.0593337197119175,-0.8532224429861691,-1.3537261118280925,0,0,0,0,0,0,0,0,-1.0458676666930455
0,-0.8193442034219374,-0.2609311575438374,-0.20266775320254193,0.5874875588661442,1.611385756761381,1.5874162065187851,1.1567254027017893,0,0,0,1,0,0,1,0,1.044400530075498
0,0.16390507143731609,0.6531044533221612,0.04251276075845416,1.1291952636121592,-0.26660739172214315,-0.14110306843446577,1.2961949312867826,1,0,0,0,1,0,0,0,0.8037784108217203
1,-2.597440633043995,0.8096501281765962,-0.7811665363301251,-1.6733681785901973,-0.06156968335572842,-1.0036504736692058,1.1915927848480374,1,0,0,0,0,1,1,0,0.8144442340938842
0,0.18353771386861462,1.6022271475966843,-0.49956000248261245,0.9580224867768933,-0.7231837174750761,2.011476923554967,-1.283991347535596,0,0,0,1,0,0,0,0,-1.0044247043590981
1,-1.3066526633372713,-0.5065094129415549,0.6259004495017458,-1.3400596791374044,-1.4558164329591212,0.01998835547442117,-1.3188587296818441,1,0,0,1,0,0,0,1,-1.4783738251423195
0,-2.578470094305495,-1.5389581255627578,-2.1677875409017626,0.8477855139838804,-0.3005307147123187,-0.38986906982903563,0.07583655616809008,0,1,0,0,1,0,0,0,-2.296482738568587
1,0.12836412054176008,1.193816595853815,0.4888830111373637,1.1614435668618752,3.101993125417561,-0.751850053795823,0.459377759776822,0,1,0,0,0,0,1,0,0.9723833825432633
0,1.108078219608483,-0.6147269467140667,-0.2039355880438791,0.3251664105258522,1.228770222799011,-0.7571715503001876,-0.621511086756877,0,0,0,0,1,0,0,1,-0.034272865999257364
1,0.6913155084326633,-0.43163370683314023,1.0202377152817512,-0.6398464257365561,-0.05588363220960074,1.4617498013466061,0.11070393831433843,1,0,0,0,1,0,1,0,0.9453142755063786
0,0.8405037969261379,0.4096629995638324,-2.4417533702169427,-0.6445441992880814,0.8192262337563867,-1.0015068165079348,-1.283991347535596,0,0,1,0,1,0,0,0,-0.6566999950136737
0,-1.5624725385786873,-1.4914714114798537,-1.9375643804773444,0.7820997378536343,0.003055162355527452,0.5449242035898963,-0.9701849082193607,0,0,1,0,0,0,1,0,-1.515134232134328
1,-0.15774888036609866,0.1420701287717404,1.0106510605000059,-0.1942874717462522,-0.7944146470941009,-0.41409187680810133,1.6448687527492662,0,1,0,0,1,0,1,0,1.3884594629807003
1,-0.8680234069837578,-0.17768073441634466,-0.8869092267467451,0.10445560627733412,0.013806184730557463,-1.2187744697749494,-1.4234608761205894,1,0,0,0,0,0,0,0,-1.815530012167002
